conversation_id,full_text
1.4961E+18,"@ussoccer @USWNT By this rule of thinking, pay under 16 players the same, they deserve equality too,as they play also 90 minute games. And now that we are on it, pay a theater actor the same that a Hollywood star: same work, no?"
1.4961E+18,@ussoccer @USWNT Congratulations! This is wonderful news for #equalpay visibility!
1.4961E+18,@ussoccer @USWNT Congratulations and so much gratitude to the women of @USWNT for their persistence and their sacrifices to ensure equity in the workplace for women in soccer.
1.4961E+18,@ussoccer @USWNT I hope this is the beginning of the end of women’s soccer. Fans don’t show up. Nobody buying the Merch. How can you have all the benefits from the women’s cba and the men’s woth none of the risk. That’s it I’m done watching us soccer.
1.4961E+18,@ussoccer @USWNT I'll say it again. The USWNT deserves MORE pay than the men's team. The USWNT brings in much more money to the program and has won multiple World Cups and Olympic Gold medals. The men have won nothing and are on the verge of missing ANOTHER World Cup.
1.4961E+18,"@ussoccer @USWNT Equal pay? What? 

Women's team earned more than the men. 

They rejected an equal deal to the men. 

Now the women's team have 'settled' for a further $24m dollars. 

This is not about equality.

If it was, more than half of the $24m settlement should be going to the men"
1.4961E+18,@ussoccer @USWNT Wow absolutely amazing and embarrassing… like over here no one cares about woman’s football.  It’s not to deride it it’s just the truth. Woman’s football needs to grow naturally. All this trying to compare the men’s and woman’s team is embarrassing. Whether you like it or
1.4961E+18,"@ussoccer @USWNT Have no idea why this even had to go to court, seems rather obvious that the same job should pay the same.  I'm glad they fought for what was right. Pay them what they're worth! Great job changing the world ladies! #longoverdue #yetanothervictorybythesechampions"
1.4961E+18,"@ussoccer @USWNT USWNT Patriotic Salute
""US Women's Soccer Team Salute the American troops in Germany on July 4, 2011, after their first goal scored in the Women's World Cup.""
Cup.
Source: Charlcie Steuble https://t.co/LgSBymiP65"
1.4961E+18,@ussoccer @USWNT With all the own goals scored for the USA women's team they don't even need to work
1.4961E+18,@ussoccer @USWNT Wasn't it already equal? That's why the original case was throw out.
1.4961E+18,"@ussoccer @USWNT Meanwhile, Russians are still fighting the Cold War...🤔🤔... I stand corrected... Russia still losing the cold war. #the80scalled"
1.4961E+18,"@ussoccer @USWNT Great, now let's pay the nurses and the teachers and the child care workers."
1.4961E+18,"@ussoccer @USWNT Equal pay?  They do not deserve it, this sport not interesting and boring for watching"
1.4961E+18,@ussoccer @USWNT https://t.co/Wh6zRzROri
1.49618E+18,"Notice the Tweet itself doesn't mention #women or #EqualPay, or make it clear what the tweet or the document is about.
Making a statement vs publicizing it. 
Only those following the issue, or women's #soccer will see the tweet, or be enticed to open the pic &amp; read the statement"
1.4961E+18,@ussoccer @USWNT Commendable
1.4961E+18,@ussoccer @USWNT Great now all soccer athletes make official very little.
1.4961E+18,@ussoccer @USWNT How much money does each program bring in?
1.4961E+18,@ussoccer @USWNT This will never happen in a real sport.
1.4961E+18,@ussoccer @USWNT Ridiculous. All these people cheering about this couldn't name 3 women's national team players without googling.
1.4961E+18,"@ussoccer @USWNT @CiroProcuna 
@FMFAOFICIALMX"
1.4961E+18,@ussoccer @USWNT Este pais neta es de primer mundo
1.4961E+18,"@ussoccer @USWNT Equality in outcome*
No winners and no losers, everyone play the same sports in same division and league.
Middle school sports now play pros and we play everyone millions regardless of any other factors."
1.4961E+18,"@ussoccer @USWNT This is very concerning and shoves an uncomfortable reality I have been unwilling to accept to my face, that facts and truths don’t matter in the world today.
Well, there might still be an obvious twist in the end 🤷🏾‍♂️"
1.4961E+18,@ussoccer @USWNT https://t.co/wRzVgdDuyS
1.4961E+18,"@ussoccer @USWNT Hola @miseleccionmx , @Miseleccionfem  !!"
1.4961E+18,"@ussoccer @USWNT The fact it’s that if you cry not knowing about basic economy and then put the word “gender” on phrase you get more money for bassically don’t do your job.
USNWT it’s a good team but even the best team in the world loss against a Team of kids wtf 🤣🤣🤣world it’s going backwards"
1.4961E+18,@ussoccer @USWNT 👏👏👏👏👏
1.4961E+18,@ussoccer @USWNT @_montserrattt
1.4961E+18,@ussoccer @USWNT About damn time!
1.4961E+18,@ussoccer @USWNT keep killing meritocracy
1.4961E+18,"@ussoccer @USWNT 😂 well done the @USWNTPlayers who fought you so hard, and didn’t give up! Even though the former president (who is running again) made disparaging remarks about them. And that US soccer has no respect for women or girls at all."
1.4961E+18,@ussoccer @USWNT Cristiano Ronaldo 1BN followers... Kim Kardashian 1BN followers.. that's where the problem lies Megan 🤫
1.4961E+18,@ussoccer @USWNT About time!
1.4961E+18,@ussoccer @USWNT Amazing!
1.4961E+18,@ussoccer @USWNT https://t.co/jqF7XBI79b
1.4961E+18,@ussoccer @USWNT You guys should pay the teams that actually win World Cups more tbh…
1.4961E+18,@ussoccer @USWNT Not men’s and woman’s football are different games. It’s the same as the Indian player who got accused of sexism..  someone tried to compare Indian men’s and woman’s team.
1.4961E+18,@ussoccer @USWNT @Hayden16Ryan
1.4961E+18,@ussoccer @USWNT One way to try keep em quiet
1.4961E+18,@ussoccer @USWNT https://t.co/l5iT6qTV2D
1.4961E+18,@ussoccer @USWNT Great news! It’s about time !
1.4961E+18,@ussoccer @USWNT @IamNooNoo
1.4961E+18,@ussoccer @USWNT Lewes (in the UK) was the first soccer club to have equal pay. https://t.co/vXp9Jheiam
1.4961E+18,"@ussoccer @USWNT Alls I got from these comments is people are real concerned about where the money will be coming from. But I don’t get why they care. Good for the women, everybody should be chasing that bag. Seems like some people just don’t want women to be paid like professional athletes."
1.4961E+18,"@ussoccer @TrishHartman @USWNT Such a well reported, uplifting report! Thank you!"
1.4961E+18,@ussoccer @USWNT Good. Let's see this at NBA 😉
1.4961E+18,@ussoccer @USWNT Give it another WC cycle they’ll be back at it again.
1.4961E+18,"@ussoccer @USWNT Some good news. Way to go, y'all!"
1.4961E+18,@ussoccer @USWNT https://t.co/CRxTHSe9wW
1.4961E+18,"@ussoccer @USWNT "".....achieved unprecendented success.""  Just not on the field."
1.4961E+18,"@ussoccer @USWNT I agree 
https://t.co/zivd9pmUvS"
1.49581E+18,"#community #trading #Casino #SportsBetting #NFT #NFTWagering #NFTCommunity #CryptoCasino #DELTAFLIP #DELATBOOM
#Cryptocurrency #CryptoNews #BSCGem #PassiveIncome #NFTWagering #ETH #BNB #Bitcoin #Ethererum #CryptoInvesting #HLOD #staking #pancakeswap #coinbase #robinhood #binance https://t.co/A0vn32IPGv"
1.4961E+18,@ussoccer @USWNT Did you settle because you were afraid of discovery?
1.4961E+18,@ussoccer @USWNT Bravo👏👏👏
1.4961E+18,"@ussoccer @USWNT First great for them…second…people in the US really care about soccer ⚽️??? Ummm ok, and they care about woman’s soccer?? I guess it’s a High School thing? I’m pretty sure competitive eating events get more viewers?"
1.52689E+18,"In a historic accomplishment, U.S. Soccer, @USMNT and @USWNT have come together to agree to new collective bargaining agreements that will run through 2028 and achieve true equal pay – including equalization of World Cup prize money."
1.52689E+18,@ussoccer @USMNT @USWNT Awesome! Making steps forward!!! 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻
1.52689E+18,@ussoccer @USWNT @USMNT The women’s team should be paid way more than the men’s
1.52689E+18,"@ussoccer @USMNT @USWNT Interesting, so this will be a lot like college sports where one sport will pick up much of the tab for others. Men's soccer revenue and interest consistently eclipse that of the Women's game. Imagine if it was the other way around."
1.52689E+18,@ussoccer @USMNT @USWNT Perhaps they should play each other to see who is better once and for all
1.52689E+18,"@ussoccer @USMNT @USWNT The USNMT will heavily subsidize the USWNT. This re-allocation of resources will hurt the growth of the men’s team because there will be less money to attract talent. US soccer should have ensured the percent allocation of available funds was equal, not the total amount of funds."
1.52689E+18,@hemlockdrop @ussoccer @USMNT @USWNT Communism
1.52689E+18,@ussoccer @USMNT @USWNT @Harrison_Tanaka
1.52689E+18,"@ussoccer @USMNT @USWNT I’m happy for the women, but doesn’t this move defy capitalism?  Mens soccer is more popular and more watched and followed…therefore more profitable."
1.52689E+18,@ussoccer @USMNT @USWNT How embarrassing
1.52689E+18,"@ussoccer @USMNT @USWNT In this case apply perfectly, WNT have far more international recognition that MNT, which in every country is different circumstances, that is also equity"
1.52689E+18,@ussoccer @USMNT @USWNT Good news
1.52689E+18,@ussoccer @USMNT @USWNT YES!!!
1.52689E+18,@ussoccer @USMNT @USWNT Jerseys now available?
1.52689E+18,@ussoccer @USMNT @USWNT Long time coming!
1.52689E+18,@ussoccer @USMNT @USWNT be nice if they could play equal competition. one plays against the best players alive and the other beats up on countries with no rights
1.52689E+18,@ussoccer @USMNT @USWNT Awesome!
1.52689E+18,"@ussoccer @USWNT @USMNT Wow, now maybe they can do something about the jersey supply."
1.52689E+18,@ussoccer @itsmeglinehan @USMNT @USWNT This is historic - and far too long in coming.  Hurrah!
1.52689E+18,@ussoccer @USMNT @USWNT This is HUGE!
1.52689E+18,@ussoccer @USMNT @USWNT Great to see.
1.52689E+18,"@ussoccer Not as promising as it sounds, as it is still dependent on the amount of revenue the men’s team earns from FIFA."
1.52689E+18,@ussoccer @USMNT @USWNT Awesome!! 🤩🤩🤩
1.52689E+18,"@ussoccer @USWNT @USMNT It's only 2022... But, better late than never. Congrats!"
1.52689E+18,@ussoccer @USMNT @USWNT So you are subsiding the womens team with the mens revenue.  good for them if they are that good at negotiations.
1.52689E+18,@ussoccer @USMNT @USWNT It's about time👍
1.52689E+18,@ussoccer I like how they put the 4 star banner next to the 0 star banner 😂
1.52689E+18,"@ussoccer @USMNT @USWNT From what I understand, the men get 10 million alone for just qualifying to the world cup this year while the women got 2.5 million for winning the thing in 2019. Where exactly is that extra couple million going to come from?"
1.52689E+18,@ussoccer @USMNT @USWNT Would have thought US Women Soccer Team are rather-more likely to actually get some World Cup Prize Money!
1.52689E+18,@ussoccer @USWNT @USMNT Congratulations to all! Your journey and commitment for this change is inspiring!
1.52689E+18,@ussoccer @USWNT @USMNT @NWSL Will fold in 3-2-1
1.52689E+18,@ussoccer @USMNT @USWNT Sure am glad we are doing this while fighting against Poland for our best GK and Mexico/Canada for other young talent. Their federations are going to point and laugh at us now. Just as things were looking up for the side that actually matters…
1.52689E+18,"@ussoccer @suebeast10 @USMNT @USWNT Took way too long for this day to come, but all respect and congrats to the players &amp; their legal teams for getting them there ❤️"
1.52689E+18,@ussoccer @USMNT @USWNT 👏🏽👏🏽👏🏽
1.52689E+18,@ussoccer @USMNT @USWNT Should have the US Mens and Womens team play in a one off head to head match for the entirety of the WC Bonuses for the fans entertainment.
1.52689E+18,"@ussoccer @USMNT @USWNT Honest question, doesn't this mean less total compensation for the women's team players?"
1.52689E+18,"@ussoccer @USWNT @USMNT Found myself weeping with  gratitude and goose-bumpy relief this morning after seeing this in my newsfeed. Deeply, deeply grateful to everyone who fought for this amazing victory. Special callout to Megan and Alex- THANK YOU!!"
1.52689E+18,@ussoccer @LRoman32 @USMNT @USWNT LFG: They did it! So very proud!
1.52689E+18,@ussoccer @USMNT @USWNT https://t.co/q2TRDJ55My
1.52689E+18,@ussoccer @USMNT @USWNT Lol
1.52689E+18,@ussoccer Excellent! Can the women's team teach the men's team how to win?
1.52689E+18,@ussoccer @USMNT @USWNT wonder which one has the four stars?
1.52689E+18,"@ussoccer @USMNT @USWNT USAWNT definition of equality is stealing $ from the USAMNT since they bring in more money during the World Cup due to  various reasons such as they bring in more interest, viewership, and namely $$$.  Smells like socialism"
1.52689E+18,"@ussoccer @USMNT @USWNT Not really equal when if favours the women more. The men's World Cup generates more money through tv deals, sponsorship, tickets (they sell more and as hugely more expensive rates). It seems the women here piggyback off the much bigger interest in the men's game."
1.52689E+18,@ussoccer @USMNT @USWNT @CanadaSoccerEN this deal you’re currently putting together for the @CANWNT better equally compensate the women for all the work they’ve completed to pay the men for years! It’s time women were paid equally. Time for change!
1.52689E+18,@ussoccer @USMNT @USWNT Equal Pay! 🇺🇸 https://t.co/0tMeUnyW39
1.52689E+18,@ussoccer @USWNT @USMNT https://t.co/d7OC3RskLW
1.52689E+18,@ussoccer @USMNT @USWNT Now we just need to agree equal pay for male adult film starts who get paid a lot less then the women.
1.52689E+18,"@ussoccer @USMNT @USWNT US Soccer should themselves as a federation be the ones compensating the gap for the woman’s team. Not allocating the money the Mens team make. For equal pay now this can work, but long term the Federation themselves Should allocate that money post 2028"
1.52689E+18,"@ussoccer @USMNT @USWNT The pay shouldn’t be equal, the percentage of pay from the total revenue is what should be equal. Whoever brings in more money, gets more money, sex doesn’t matter, simple."
1.52689E+18,@ussoccer @USMNT @USWNT Sicuramente a favore dei maschietti
1.52689E+18,@ussoccer @USMNT @USWNT Well done @savoirme &amp; team!!
1.52689E+18,@ussoccer @USMNT @USWNT 👏🏻about time
1.52689E+18,@ussoccer @USMNT @USWNT Now if only the @NBA and @WNBA would do the same!
1.52689E+18,@ussoccer @USMNT @USWNT 👏🏻👏🏻👏🏻
1.52689E+18,@ussoccer @USMNT @USWNT It's ABOUT TIME ☺️. Goes DOWN IN HISTORY 👍🏾🙏🏽
1.52689E+18,@ussoccer @paugasol @USMNT @USWNT Why?
1.52689E+18,@ussoccer Your tweet was quoted in an article by wnyc https://t.co/7yXUHVcsqG
1.52689E+18,@ussoccer @SarahSpain @USMNT @USWNT @wes_defender
1.52689E+18,@ussoccer @USMNT @USWNT I think they should be paid by popularity  .... which gets the most viewers. Pay them accordingly.
1.52689E+18,@ussoccer @USMNT @USWNT Wait ... the US has soccer teams?  Didn't realize it was a sport in the US.
1.52689E+18,@ussoccer @USMNT @USWNT @nakahausen thoughts
1.52689E+18,@ussoccer @USMNT @USWNT Now let's see if the women are finally able to beat a local boys u15 team.
1.52689E+18,@ussoccer @USMNT @USWNT I’m sorry. This is a joke. Do you pay NBA players the same salaries as WNBA players? This are not equal playing fields. This is pure political posturing.
1.52689E+18,@ussoccer @USMNT @USWNT Love it!! No reason for the women to win more and be paid less. EQUAL PAY!
1.52689E+18,"@ussoccer @USMNT @USWNT This. All day, this."
1.52689E+18,@ussoccer @USMNT @USWNT 👏👏👏
1.52689E+18,@ussoccer @USMNT @USWNT Now give @NWSL players the same pay as @MLS players
1.52689E+18,@ussoccer @SarahSpain @USMNT @USWNT This is fantastic. Congratulations to everyone who got this done. Equal pay is finally a reality.
1.52689E+18,"@ussoccer @USMNT @USWNT This is a good thing, long time coming, and should have been done years ago."
1.52689E+18,@ussoccer @USMNT @USWNT Congratulations. Well done it's about time.
1.52689E+18,@ussoccer @USMNT @USWNT 👏🏻👏🏻👏🏻
1.52689E+18,@ussoccer @USMNT @USWNT The size of this W
1.52689E+18,@ussoccer @USMNT @USWNT This is gonna suck for the women when in the coming years the women’s sport gets more popular and the competition level raises. The NWSL is not going to be at the level of Europe and there is only 3 us players in the roster playing in Europe.
1.52689E+18,@ussoccer @USWNT @USMNT Congrats ladies.
1.52689E+18,@ussoccer @USMNT @USWNT The women's World Cup earns about 2% of the revenue of the men's World Cup.
1.52689E+18,"@ussoccer @USMNT @USWNT Megan Rapinoe's argument has always been ""same pay for same 'work'""

For the ""work"" she does (an absurd term to use for prof sports) for her professional teams, does she get paid the same as all of her teammates?

This is all such a farce it's insane."
1.52689E+18,@ussoccer @USMNT @USWNT https://t.co/AhckNIGNIS
1.52689E+18,@ussoccer @USMNT @USWNT Just in time too. As their reign as the “Most dominate” Woman’s team is quickly coming to a end. That 10+ year head start is pretty much over.
1.52689E+18,"@ussoccer @USMNT @USWNT This was agreed upon by both the mens and womens players associations. And also included the mens national team players getting childcare covered while away. It’s a good thing. Hopefully that 10% is spent on children that can’t play due to the high cost of fees, and are talented"
1.52689E+18,"@ussoccer @USMNT @USWNT Next up, WNBA players make the same as NBA!"
1.52689E+18,@ussoccer @USMNT @USWNT https://t.co/p8tte1d7Ij
1.52689E+18,@ussoccer @USMNT @USWNT Let's not forget: https://t.co/g6KFypQ6Q6
1.52689E+18,@ussoccer Your tweet was quoted in an article by nbc-2 https://t.co/NwE6PF6rf0
1.52689E+18,@ussoccer Your tweet was quoted in an article by abc-7 https://t.co/XYl5n3FEXq
1.52689E+18,@ussoccer @USMNT @USWNT About time.
1.52689E+18,@ussoccer @USMNT @USWNT The women have been bitching because they realised if they were on the Men's pay deal (which they rejected for a guaranteed level of pay) they would've gotten more money. Mind you the men would've gotten more if they were on women's pay deal.
1.52689E+18,@ussoccer @USMNT @USWNT Are you playing in Qatar?
1.52689E+18,@ussoccer @JERICHO @USMNT @USWNT I assume the women forfeited their entire former CBA that made them more money than the men to make this happen? Or are they making what they made before plus the tiny bit the men make?
1.52689E+18,"@ussoccer @itsmeglinehan @USMNT @USWNT Exciting! I’ll be curious to see analysis of the deal, but it looks very encouraging."
1.52689E+18,@ussoccer @USMNT @USWNT Now if the men can earn some stars for their banner. 😆
1.52689E+18,@ussoccer @USMNT @USWNT https://t.co/pZsrewOhj8
1.52689E+18,@ussoccer @USWNT @USMNT 💩💩💩💩💩💩🚮🗑🚮🗑🚮🗑
1.52689E+18,@ussoccer @tobdoublesevens @USMNT @USWNT please add ALT text!
1.52689E+18,@ussoccer @USMNT @USWNT Waking up to this was awesome.  Telling my girls about it while getting them for school was even better.
1.52689E+18,"@ussoccer @USMNT @USWNT Lmao, so ass backwards. USWNT thinks their product is the same when they lose a scrimmage to a 15 &amp; Under boys team."
1.52689E+18,@ussoccer @USMNT @USWNT So the women are taking a pay cut since it was proved in court they are paid more than the men?
1.52689E+18,"@ussoccer @USMNT @USWNT I like what @100Purcent’s pop said about not having to be rewarded for doing what’s right, but this is a momentous achievement to celebrate the women who have paved the very long and windy road and persisted!"
1.52689E+18,@ussoccer @USMNT @USWNT Congratulations!!!
1.52689E+18,@ussoccer @USMNT @USWNT Awesome &amp; about effing time!
1.52689E+18,"@ussoccer @USMNT @USWNT Crazy how many people don’t understand how revenue works. The higher the revenue, the higher the pay. Doesn’t matter if the women’s team won the World Cup every year if they aren’t as profitable as men’s teams"
1.52689E+18,@ussoccer @USMNT @USWNT https://t.co/yRRROxjWEL
1.52689E+18,@ussoccer @USMNT @USWNT They about to learn economics
1.52689E+18,@ussoccer @USMNT @USWNT By the way: The 4 Stars over the left Emblem signify the World Cup Wins for the US Women's National Team - 4 times!
1.52689E+18,@ussoccer @USMNT @USWNT Why don't the USMNT get parental leave?
1.52689E+18,"@ussoccer @USMNT @USWNT Everyone making comments of who is better (men vs women) is missing the point. Wages can only be paid based on revenue. You should be compensated fairly for the revenue you can generate. That’s it. If the USWNT can generate the same revenue as USMNT, then I say, great!!"
1.52689E+18,"@ussoccer @USWNT @USMNT Well done @cone_cindy 

One aspect his agreement may not have accounted for: The CAREER of footballers is actually club football. The men, in all countries, understand this. Do the women? 

A higher % from FIFA must go to the Federation to support domestic clubs. M/W FA Cups?"
1.52689E+18,@ussoccer @USMNT @USWNT wild that the team with 4 stars above their crest was getting paid less.
1.52689E+18,"@ussoccer @USMNT @USWNT About time- the 4 stars for the women to 0 stars for the men picture really highlights how hard they had to fight just to be compensated equally despite outperforming the men. The “one nation, one team” motto means nothing without equal pay and field conditions."
1.52689E+18,@ussoccer @cgasper @USMNT @USWNT Nice of the men to take a pay cut
1.52689E+18,"@ussoccer @USMNT @USWNT Sounds good, presume both teams generate the same amount of income too?"
1.52689E+18,"@ussoccer @USMNT @USWNT This is outright theft. But as things have been getting murky over time anyway, maybe not a surprise at all. Still, theft for obvious reasons and if you require someone explain why to you, you’re the actual problem https://t.co/cTsegRpLC0"
1.52689E+18,"@ussoccer @USMNT @USWNT I have a better idea for equality, merge the Leagues 😎"
1.52689E+18,@ussoccer @USMNT @USWNT #EqualPay   Thanks to all who at last made this happen. #soccer sets the pace for others who should come on board. ⚽#Fairness
1.52689E+18,@ussoccer @USMNT @USWNT I know I'm not the only one that thinks the Women's team should get more $$$....
1.52689E+18,@ussoccer @USMNT @USWNT What a joke - why not just have two federations for men and women and pay them according to their actual worth? The vost for this goes to the actual fans of the game who pay top dollar to watch the men’s team but now have to foot the bill for paying the women’s team?
1.52689E+18,"@ussoccer @USMNT @USWNT Came here to read the positive responses, what the fuck was I thinking?!"
1.52689E+18,"@ussoccer @USMNT @USWNT Dudes in these comments who don't
understand that US Soccer is a non-profit org &amp; not a business. 🙃 Their mandate is to grow the game of soccer in the US. It has nothing to do with wins or losses or revenue. The fact that pay &amp; conditions have been so unequal up to now… 1/2"
1.52689E+18,@ussoccer @USMNT @USWNT So let me get this straight. Women's world cup soccer splits 30 million dollars between 30 teams. On the mens side 32 teams will split 400 million dollars. So the US men's team have to give 6.5 million dollars to the women team how is that even close to equal
1.52689E+18,@ussoccer @USMNT @USWNT The funny thing is that the MEN who  are impacted voted in favor of this agreement. The boys in these comments are the only ones complaining 🤷🏻‍♀️
1.52689E+18,"@ussoccer @USMNT @USWNT Women’s Soccer win is a result of strong #leadership and grit, #intentioning the way to victory for #payequity in sports and beyond. Thanks @mPinoe and all #womenleaders in @USWNT"
1.52689E+18,@ussoccer @USWNT @USMNT This is HUGE!! What a win! https://t.co/Ep3xvQAhj8
1.52689E+18,@ussoccer @USMNT @USWNT Welcome to the pay equality only seen in Grand Slam Tennis prior to this. Now let's equal the pay in other professional sports.
1.52689E+18,@ussoccer @USMNT @USWNT How many women would make the team if you just had one team where the best players make the team???  EXACTLY!
1.52689E+18,@ussoccer @USMNT @USWNT Don’t understand less skill smaller fan base obnoxious and were beat by a high school team and they are equal PLEASE stop this nonsenses 🤡🤡🤣🤣
1.52689E+18,@ussoccer @USMNT @USWNT I had to post twice 😆 https://t.co/OHbFDD4hat
1.52689E+18,"@ussoccer @USMNT @USWNT Equal pay is idiotic
The women's team outperformed the men's team dramatically &amp; consistently &amp; deserves a premium over the men's team based on that performance.

And if the men perform as well someday they would deserve the same

Excellence deserves excellence in pay, not parity"
1.52689E+18,@ussoccer @USMNT @USWNT About fucking time....
1.52689E+18,"@ussoccer @USMNT @USWNT not really, the men just gave in to the womens demands. as per usual"
1.52689E+18,@ussoccer Your tweet was quoted in an article by Sports Illustrated https://t.co/a2OoKXOdUB
1.52689E+18,@ussoccer @USMNT @USWNT Under 15 FC DALLAS boys want equal pay
1.52689E+18,@ussoccer @90min_Football @USMNT @USWNT Hmmmm
1.52689E+18,@ussoccer @USMNT @USWNT The women are fleecing the mens team… both teams should get paid according to the amount of revenue they generate
1.52689E+18,@ussoccer @USMNT @USWNT Its football!!!
1.52689E+18,@ussoccer @USMNT @USWNT Women must be pissed they have to share their world cup winnings 😂😂
1.52689E+18,@ussoccer @USMNT @USWNT Good I guess but I still think it’s weird to go after the USMT and not FIFA for the unequal pay.
1.52689E+18,"@ussoccer @USMNT @USWNT Now do nba vs wnba. 
LOL"
1.52689E+18,@ussoccer @USMNT @USWNT And yet everyone still refuses to watch
1.52689E+18,"@ussoccer @USMNT @USWNT What’s next?

Should Lowes and Home Depot supplement Ace Hardware’s income?

You understand what businesses do when a product is actually losing money another product makes? The discontinue the money losing product."
1.52689E+18,@ussoccer @USMNT @USWNT Didn't they lose to a team of 15-year-olds?
1.52689E+18,@ussoccer @USMNT @USWNT The men can just identify as women and then they'll will a cup.
1.52689E+18,@ussoccer @USMNT @USWNT Nice
1.52689E+18,@ussoccer @USMNT @USWNT Socialism in America
1.52689E+18,"@ussoccer @USMNT @USWNT This move is not based on equality, but on rewarding mediocrity"
1.52689E+18,@ussoccer @USMNT @USWNT Hi dear friend
1.52689E+18,"@ussoccer @USMNT @USWNT I guess that’s cool! Since the men don’t win!! And are just as unwatchable as the women’s team! But, this why women’s pro sports don’t make any money! Tons, of teenage male teams 15 year boys around the world can beat the BEST OF THEM Easily https://t.co/Miz3bV0hJ3"
1.52689E+18,"@ussoccer @USMNT @USWNT I have a question, how come USMNT remains without a head coach,general manager and sporting Director? USA men national soccer team deserve better. Players are very special all they need is good management ."
1.52689E+18,@ussoccer @USMNT @USWNT https://t.co/HfKKNhal7H
1.52689E+18,@ussoccer @USMNT @USWNT ♥️♥️♥️
1.52689E+18,@ussoccer @JERICHO @USMNT @USWNT So did they accept the same contract that the men are getting? The one that they declined in the past? Or are they stealing money from the mens team and calling it as equal?
1.52689E+18,@ussoccer @USMNT @USWNT 월드컵상금균등화!
1.52689E+18,"@ussoccer @USMNT @USWNT If they are making equal revenue, equal pay should be a no doubt"
1.52689E+18,@ussoccer @USMNT @USWNT Brandon supporting this tells me this is stupid. As this woke culture moves forward I will soon stop supporting any sport.
1.52689E+18,@ussoccer @USMNT @USWNT has anyone ever done an NCAA womens basketball bracket?.. just saying
1.52689E+18,@ussoccer @USMNT @USWNT Men's teets really do supply the milk after all.
1.52689E+18,@ussoccer @USMNT @USWNT FINALLY! About damn time. Long overdue. Love this. 👏🏻👏🏻👏🏻
1.52689E+18,@ussoccer @USMNT @USWNT Let’s make everyone’s pay equal for every job title in this country. I’ve made a few YouTube videos.  The top YouTuber should have to share their earnings with me.
1.52689E+18,@ussoccer @USMNT @USWNT Good deal
1.52689E+18,@ussoccer @USMNT @USWNT so once gain it's up to the women to drag the men along!
1.52689E+18,@ussoccer @USMNT @USWNT For a country that is so scared of socialiam this seems like an odd move .
1.52689E+18,@ussoccer @USMNT @USWNT Brilliant!!! Well deserved @USWNT
1.52689E+18,@ussoccer @USMNT @USWNT It's about damn time... https://t.co/6gJ5OzPeXo
1.52689E+18,"@ussoccer @USMNT @USWNT Which team brings in more $?  Legit question.  If the women bring in more, they should get paid more. And vice versa.  An athletes primary job is to entertain.  If they do it better then their counterpart and are successful, they should make more bc thats what people will pay for"
1.52689E+18,@ussoccer @USMNT @USWNT What good does closing the pay gap do if nobody can afford anything due to run away inflation?
1.52689E+18,@ussoccer @USMNT @USWNT Does this mean men will earn less to subsidize the money the women’s team doesn’t make?
1.52689E+18,@ussoccer @USMNT @USWNT It's about time!
1.52689E+18,@ussoccer @USMNT @USWNT massive L
1.52689E+18,@ussoccer @USMNT @USWNT https://t.co/9DjxbmSW8x
1.52689E+18,@ussoccer @USMNT @USWNT Cue all the little boys complaining about women being paid equally &amp; treated equally by their federation for the same job. 🤦🏼‍♀️
1.52689E+18,"@ussoccer @USMNT @USWNT This is the ONLY sporting situation where I absolutely agree with this, for now. Our Women's Soccer team is THE standard in the Women's game, our Men's team are honestly SUB-standard. Now before u rage, I totally support both squads. I love this decision."
1.52689E+18,@ussoccer @USMNT @USWNT Also means that male team will have the same benefits as the female team?
1.52689E+18,@ussoccer @USMNT @USWNT 👏👏👏👏👏👏👏👏👏👏❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
1.52689E+18,@ussoccer @USMNT @USWNT What we like to see 👏👏👏
1.52689E+18,@ussoccer @USMNT @USWNT Does this mean we can buy merch with Men’s players?
1.52689E+18,"@ussoccer @USMNT @USWNT Unfortunate, the women just aren't as exciting as the men to watch. Get rid of purple hair and it might change."
1.52689E+18,"@ussoccer @USMNT @USWNT In a historic accomplishment, U.S. Soccer, has finally pulled its head out of its ass."
1.52689E+18,"@ussoccer @USMNT @USWNT I love USWNT, but considering the level of competition on the men’s side and the amount of money generated by men’s World Cup, I’m not sure this is really fair."
1.52689E+18,"@ussoccer @USMNT @USWNT More people watch Men's soccer, that's why they get paid more. You people are have no clue how markets work."
1.52689E+18,@ussoccer @USMNT @USWNT About damn time!!!  Funny how the 4 star one had to fight for it and the 0 star one disappoints every chance they can……
1.52689E+18,@ussoccer @FIFAcom @USMNT @USWNT #WeareallIdrissa
1.52689E+18,@ussoccer @USMNT @USWNT Bruh https://t.co/G2z2nl3m9Z
1.52689E+18,@ussoccer @USMNT @USWNT This image really is such a troll on the men.
1.52689E+18,@ussoccer @USMNT @USWNT Miren @FMF. Una excelente idea para las selecciones @Miseleccionfem &amp; @miseleccionmx
1.52689E+18,@ussoccer @USMNT @USWNT With 4 world cup and olympic titles as accomplishment..time for other sports and countries to follow.
1.52689E+18,"@ussoccer @USMNT @USWNT Looking at the logos side by side, the men’s team should feel lucky they’ll get AS MUCH as the women. #starcount"
